,company_id,company_name,posted_date,remoteflex,locations,category,position,level,content_salary,content_year,content_prog_lang,content_line
0,15000126,"TaxBit, Inc.",2024-04-08,0,"NEW YORK, NY,SALT LAKE CITY, UT,SAN FRANCISCO, CA,SEATTLE, WA",Data and Analytics,Revenue Operations Specialist,mid,"['$83,000', '-', '$154,000.']",,,"['but not limited to location, experience, level, and job qualifications.']"
0,15000121,GE Vernova,2024-04-09,1,FLEXIBLE / REMOTE,Data and Analytics,Técnico em Eletrônica Jr,mid,,,,
0,1519,Pluralsight,2024-04-13,1,FLEXIBLE / REMOTE,Data and Analytics,Principal Data Scientist,senior,,12,['Tableau'],"['and goals, providing them with experiences tailored just to their needs,', 'Evaluate the efficiency of user experiences and ML algorithms, determining what', 'design and architecture. Requirements: Extensive experience building production machine learning systems', 'years of related or equivalent experience; or 8+ years and an']"
0,12023,Humana,2024-04-02,1,FLEXIBLE / REMOTE,Data and Analytics,Data and Reporting Professional,mid,,"trending,","['Tableau', 'SQL']","['1 year of data reporting experience in a Managed Care setting', 'focused on continuously improving consumer experiences Preferred Qualifications Bachelors Degree Prior', 'Preferred Qualifications Bachelors Degree Prior experience working in a system analytics', 'demonstrated job related skills, knowledge, experience, education, certifications, etc. $59,100 -']"
0,12356,Nationwide Insurance,2022-01-27,1,FLEXIBLE / REMOTE,Data and Analytics,Actuarial Pricing Consultant,mid,,more,,"['including leadership skills, competencies and experiences may take precedence.']"
0,12146,Salesforce,2024-02-02,0,"SAN FRANCISCO, CA",Data and Analytics,Data Scientist Senior,senior,"['$160,000', 'to', '$258,700.']",4+,"['SQL', 'AWS']","['To get the best candidate experience, please consider applying for a', ""group. We're looking for an experienced Data Scientist who will help"", 'This Data Scientist brings significant experience in designing, developing, and delivering', 'experiments to support marketing, customer experience, and digital campaigns and develop', 'growth. Be part of the experience Constantly learn, have a clear', 'Skills <em> 4+ years of experience designing models for marketing optimization', 'techniques. </em> 4+ years of experience using advanced statistical techniques for', 'sets. <em> 4+ years of experience with one or more programming', 'elements. * B2B customer data experience a big plus. Advanced Salesforce', 'level, job-related knowledge, skills, and experience. Certain roles may be eligible']"
0,12363,Snap,2022-05-25,0,"LOS ANGELES, CA",Data and Analytics,"Product Manager, Machine Learning Platform",senior,,equivalent,,['field or equivalent years of experience</span>']
0,901,Capital One,2024-03-21,1,"CAMBRIDGE, MA,CHICAGO, IL,FLEXIBLE / REMOTE,MCLEAN, VA,NEW YORK, NY,PLANO, TX,RICHMOND, VA,SAN FRANCISCO, CA,SAN JOSE, CA",Data and Analytics,Lead Engineer - Generative AI Product Engineering (Remote Eligible),senior,"['$201,400', '-', '$229,900', 'for', 'Lead', 'Machine', 'Learning', 'Engineer', 'San', 'Francisco,', 'California', '(Hybrid', 'On-Site):', '$213,400', '-', '$243,500', 'for', 'Lead', 'Machine', 'Learning', 'Engineer', 'Remote', '(Regardless', 'of', 'Location):', '$170,700', '-', '$194,800']",For,['Java'],"['create real-time, intelligent, automated customer experiences. From informing customers about unusual', 'leading capabilities with breakthrough product experiences and scalable, high-performance AI infrastructure.', 'We are looking for an experienced Lead Generative AI Engineer to', 'enhance the associate and customer experience. Enable our users to build', 'At least 6 years of experience designing and building data-intensive solutions', 'At least 6 years of experience programming with Python, Go, Scala,', 'At least 1 years of experience building, scaling, and optimizing training', 'engineers to improve a product experience while building the foundational capabilities.', 'in demanding production environments. Have experience with API security, observability, cloud']"
0,31,Pinterest,2024-02-23,0,"SAN FRANCISCO, CA,SEATTLE, WA",Data and Analytics,"Staff Data Scientist, Programmatic Ads",senior,"$174,175-$304,496",8+,['SQL'],"['celebrates the unique perspectives and experiences that you bring. As you', 'consider how your skills and experiences may complement the responsibilities of', 'and transferable skills from prior experiences. Our new progressive work model', 'combined post-graduate academic and industry experience applying scientific methods to solve', 'including location, travel, relevant prior experience, or particular skills and expertise.']"
0,15000206,Braze,2024-03-26,0,"CHICAGO, IL,NEW YORK, NY",Data and Analytics,"Manager, People Data & Analytics",senior,,and,,"['a fair, accessible, and inclusive experience – regardless of age, color,']"
0,230,Deloitte,2024-04-02,0,"ATLANTA, GA,AUSTIN, TX,BOSTON, MA,CHICAGO, IL,CINCINNATI, OH,CLEVELAND, OH,COLUMBUS, OH,COSTA MESA, CA,DALLAS, TX,DARIEN, CT,DENVER, CO,DETROIT, MI,HOUSTON, TX,INDIANAPOLIS, IN,KANSAS CITY, MO,LOS ANGELES, CA,MCLEAN, VA,MIAMI, FL,MINNEAPOLIS, MN,MORRISTOWN, NJ,NASHVILLE, TN,NEW YORK, NY,PHILADELPHIA, PA,PITTSBURGH, PA,SACRAMENTO, CA,SAN FRANCISCO, CA,SAN JOSE, CA,SEATTLE, WA,TAMPA, FL,TEMPE, AZ",Data and Analytics,Mergers and Acquisitions Human Capital Senior Consultant,senior,,2+,,"['pairs leading acquisition and divestiture experience with broad global scale and', 'impacting and delivering the customer experience. Working with Deloitte enables you', 'Human Capital M&amp;A service delivery experience which demonstrates knowledge of HR', '&amp; processes. 2+ years of experience in one or more of', '4+ years consulting and/or industry experience; alternatively, an MBA with 2+', 'with 2+ year relevant work experience including change management initiatives, communications', 'Four plus (4+) years of experience with Human Capital Mergers and', 'not limited to skill sets; experience and training; licensure and certifications;', 'through mentorship. From on-the-job learning experiences to formal development programs, our']"
0,15000172,CDW,2024-04-13,1,FLEXIBLE / REMOTE,Data and Analytics,Consultant- PCI,mid,,4+,,['requested for candidates without work experience):']
0,15000298,Google,2024-04-10,0,"SAN FRANCISCO, CA,SUNNYVALE, CA",Data and Analytics,"Technical Program Manager, Environmental Health and Safety NPI",senior,"$142,000-$211,000",5,,"['technical field or equivalent practical experience. 5 years of experience as', 'practical experience. 5 years of experience as a Technical Program Manager', 'additional factors, including job-related skills, experience, and relevant education or training.']"
0,15000206,Braze,2024-03-26,0,"NEW YORK, NY",Data and Analytics,"Director, Global Compensation",senior,,and,,"['a fair, accessible, and inclusive experience – regardless of age, color,']"
0,12159,The Boeing Company,2024-03-19,0,"EL SEGUNDO, CA,LOS ANGELES, CA",Data and Analytics,"Wire Harness Mechanical Design & Installation Engineer (Associate, Experienced Or Lead)",senior,,1+,,"['for a broad range of experience levels including Associate, Experienced, Lead', ""or computer science 1+ years' experience in Wire harness fabrication, repair,"", 'instrumentation and heaters 1+ years experience reading and understanding engineering drawings', ""or more years' related work experience or an equivalent combination of"", ""equivalent combination of education and experience 9+ or more years' related"", ""or more years' related work experience or an equivalent combination of"", 'equivalent combination of education and experience Provide shipside engineering support for', '&amp; Experience: Associate (Level 2): Education/experience typically acquired through advanced technical', ""or more years' related work experience or an equivalent combination of"", 'combination of technical education and experience (e.g. Master). In the USA,', 'accreditation standard. Experienced (Level 3): Education/experience typically acquired through advanced technical', ""or more years' related work experience or an equivalent combination of"", ""combination of technical education and experience (e.g. PhD, Master+3 years' related"", ""PhD, Master+3 years' related work experience). In the USA, ABET accreditation"", 'accreditation standard. Lead (Level 4): Education/experience typically acquired through advanced technical', ""or more years' related work experience or an equivalent combination of"", ""combination of technical education and experience (e.g. PhD+4 years' related work"", ""(e.g. PhD+4 years' related work experience, Master+7 years' related work experience)."", ""experience, Master+7 years' related work experience). In the USA, ABET accreditation"", 'Pay is based upon candidate experience and qualifications, as well as']"
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,"Associate Director, Centralised Monitoring",senior,,10+,,"['tools with expertise from operationally experienced staff to monitor and manage', 'overtime. Education and Experience: Previous experience that provides the knowledge, skills,', 'combination of education, training, &amp; experience. 5+ years of management responsibility.', 'education, training and/or directly related experience, will be considered enough for', 'Thermo Fisher Scientific, where diverse experiences, backgrounds and perspectives are valued.']"
0,877,Dropbox,2023-11-07,1,FLEXIBLE / REMOTE,Data and Analytics,"Director, Revenue Strategy & Intelligence",senior,,(3+,,"['Basic Qualifications 10+ years of experience with strategy, revenue or corporate', 'behaviors Strong analytical skills and experience in developing and implementing strategies', 'approach. Strong relationship-building skills and experience working closely with senior executives.']"
0,15000029,TikTok,2024-01-26,0,"NEW YORK, NY",Data and Analytics,"Lead Data Analyst/Senior Data Analyst, Tiktok Ads - USDS",senior,"['$106400', '-', '$232222']",5,['SQL'],"['still giving users a pleasant experience in our app. We are', 'quantitative fields; - 5 years experience of Data Analytics. - Expert', 'of Data Analytics. - Expert experience pulling large and complex data', 'doing quantitative analysis; - Development experience in at least one scripting', 'are valued for their skills, experiences, and unique perspectives. Our platform', ""candidate's qualifications, skills, competencies and experience, and location. Base pay is""]"
0,12384,Formation Bio,2024-03-15,0,"NEW YORK, NY",Data and Analytics,"Senior Software Engineer, Emerging Products (AI/LLM)",senior,"['$175,000', '-', '$230,000.</strong>']",,,
0,11811,Intuit,2023-11-22,0,"LOS ANGELES, CA",Data and Analytics,Staff Data Scientist,senior,,5,"['SQL', 'Python']",['minimum of 5 years of experience applying statistical and econometric skills']
0,12364,Pfizer,2024-04-10,0,"BOTHELL, WA,CAMBRIDGE, MA,COLLEGEVILLE, PA,GROTON, CT,LA JOLLA, CA,MONTVALE, NJ,NEW YORK, NY",Data and Analytics,"Sr. Director, Pragmatic Clinical Trials Clinician (Non-M.D.)",senior,"['$191,300.00', 'to', '$318,800.00.']",10,,"['will have the expertise and experience to design, conduct, interpret, and', '(GME). ROLE RESPONSIBILITIES Leverage operational experience of conducting randomized clinical trials', ""PharmD. At least 10 years' experience in clinical research and 5"", ""and 5 or more years' experience in the pharmaceutical industry or"", ""trial. At least 5 years' experience in clinical practice at an""]"
0,12023,Humana,2024-04-02,1,FLEXIBLE / REMOTE,Data and Analytics,Medicaid (PPS) Provider Hospital Reimbursement Methodologies Analyst,mid,,3+,,"['Required Qualifications 3+ years of experience with Medicaid hospital reimbursement methodologies', 'hospital reimbursement methodologies 2+ years experience with researching, reviewing or administering', 'reviewing facility claims Prior professional experience utilizing Microsoft Excel (e.g. performing', 'to your relevant skills and experience at a time that is', 'demonstrated job related skills, knowledge, experience, education, certifications, etc. $78,800 -']"
0,12262,Color Of Change,2023-03-10,1,FLEXIBLE / REMOTE,Data and Analytics,Data Analyst,mid,"['$80,000', '-', '$84,000', 'a', 'year', 'COMPENSATION', 'The', 'salary', 'range', 'for', 'the', 'Data', 'Analyst', 'position', 'is', '$80,000', '-', '$84,000']",a,['SQL'],"['audience. Any of the following experiences are nice to have, but', 'required above but lack domain experience, a hungry desire to learn', 'political and advocacy campaigns, especially experience working with a field or']"
0,376,Dow Jones,2024-04-13,0,"NEW YORK, NY",Data and Analytics,Senior Compensation Analyst,senior,"['$50,000', '-', '$180,000']",130,,"['We are looking for an experienced Senior Compensation Analyst to assist', ""based on the selected candidate's experience, industry knowledge, location, technical and""]"
0,659,Meta,2024-04-14,0,"SAN FRANCISCO, CA",Data and Analytics,Community Partner Manager,senior,,3+,,"['', 'helping to manage the community experience for the Creator Community. You', '3+ years of community management experience. Experience identifying and acting on', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,850,Goldman Sachs,2024-03-11,0,"NEW YORK, NY",Data and Analytics,"Global Banking & Markets, Policy, Documentation & Outreach, Derivatives/Prime Negotiator, Vice President - New York",mid,$125000-$250000.,three,,"['The candidate will ideally have experience in Prime &amp; Futures ie.', 'existing controls/processes and leverage your experience to identify risks and improve', 'minimum of three years of experience in Legal/Trading Documentation role (including', 'or Treasury function) or attorney/paralegal experience within a law firm. Knowledge', 'providing a strong overall employee experience. A summary of these offerings,']"
0,230,Deloitte,2024-03-15,0,"COSTA MESA, CA,DENVER, CO,FRESNO, CA,JERSEY CITY, NJ,LAS VEGAS, NV,LOS ANGELES, CA,MORRISTOWN, NJ,NEW YORK, NY,PLEASANTON, CA,PRINCETON, NJ,ROCHESTER, MA,SACRAMENTO, CA,SAN DIEGO, CA,SAN FRANCISCO, CA,SAN JOSE, CA,SEATTLE, WA",Data and Analytics,AI Solution Architect,senior,,6+,"['Azure', 'AWS']","['6+ years of related consulting experience leading a team (both onshore', 'and offshore). 6+ years of experience gathering non-functional requirements, performing designed', 'testing assignments 5+ years of experience working in an AI environment', 'AI environment 5+ years of experience translating requirements into client ready', 'design documents 5+ years of experience with application architecture analysis, design,', 'Architect 5 + years of experience in Data Science, Statistics, and', 'Machine Learning 5+ years of experience in Generative AI/LLMs, preferably experienced', 'experience in Generative AI/LLMs, preferably experienced in delivering and productionizing 5+', 'and productionizing 5+ years of experience in machine learning model development,', 'and deployment 5+ year of experience in implementing cloud-based AI/ML workloads', 'not limited to skill sets; experience and training; licensure and certifications;', 'through mentorship. From on-the-job learning experiences to formal development programs, our']"
