,JOB_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_POSTAL_CODE,PW_WAGE_LEVEL,YEAR,Cost of Living Plus Rent Index,ADJUSTED_P_WAGE,ENGINEER_TITLE,EMPLOYER_SIZE,SF,LA
1198,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",NEW YORK,10007,2,2021,100.0,92019.0,0,large,0,0
1199,MARKETING DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94158,2,2021,101.0,101982.2,0,large,1,0
1200,DATA ENGINEER,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94158,2,2021,101.0,120557.4,1,large,1,0
1201,DATABASE ANALYST,"Sagitec Solutions, LLC",NEW YORK,10041,2,2021,100.0,95680.0,0,small,0,0
1202,"AVP, DATA SCIENTIST",TRADEWEB MARKETS LLC,NEW YORK,10036,4,2021,100.0,145454.0,0,medium,0,0
1203,APPLIED DATA SCIENTIST III,"Discovery Communications, LLC",NEW YORK,10003,4,2021,100.0,164070.0,0,large,0,0
1204,DATA SCIENTIST,"FACEBOOK, INC.",NEW YORK,10003,4,2021,100.0,132184.0,0,medium,0,0
1205,DATABASE ANALYST,"MARLABS, INC.",NEW YORK,10006,2,2021,100.0,86528.0,0,medium,0,0
1206,"ASSOCIATE, DATA SCIENTIST ASSOCIATE SR.",JPMORGAN CHASE & CO.,NEW YORK,10001,2,2021,100.0,92019.0,0,medium,0,0
1207,DATA ANALYST,"STATES TITLE, LLC",SAN FRANCISCO,94105,2,2021,101.0,98109.9,0,small,1,0
1208,LEAD DATABASE DEVELOPER,SIRIUS XM RADIO INC.,NEW YORK,10001,3,2021,100.0,119330.0,0,medium,0,0
1209,SENIOR DATA SCIENTIST,"SOTHEBY'S, INC.",NEW YORK,10021,4,2021,100.0,132184.0,0,small,0,0
1210,DATA ANALYST,"LISTEN FIRST MEDIA, LLC",NEW YORK,10016,1,2021,100.0,71947.0,0,small,0,0
1211,DATA MANAGEMENT MANAGER (017040.000748),"WELLS FARGO BANK, N.A.",SAN FRANCISCO,94105,4,2021,101.0,145229.7,0,large,1,0
1212,APPLIED DATA SCIENTIST III,"Discovery Communications, LLC",NEW YORK,10003,4,2021,100.0,164070.0,0,large,0,0
1213,DATA SCIENTIST ,FACEBOOK INC.,SAN FRANCISCO,94105,2,2021,101.0,101982.2,0,medium,1,0
1214,DATA SCIENTIST ,"Two Sigma Investments, LP",NEW YORK,10013,4,2021,100.0,132184.0,0,small,0,0
1215,SENIOR DATA SCIENTIST,DUETTO RESEARCH INC.,SAN FRANCISCO,94104,2,2021,101.0,128857.4,0,medium,1,0
1216,DATA ANALYST 2,"VIRTUSA CONSULTING SERVICES PVT., LTD",NEW YORK,10013,2,2021,100.0,69826.0,0,large,0,0
1217,"MANAGER, DATA ENGINEERING",HOME BOX OFFICE INC.,NEW YORK,10001,3,2021,100.0,94349.0,1,small,0,0
1218,BIG DATA DATABASE ENGINEER,"DATAQUEST CORP., INC.",NEW YORK,10013,1,2021,100.0,45282.0,1,medium,0,0
1219,INVESTMENT DATA ANALYST,"BALYASNY ASSET MANAGEMENT, L.P.",NEW YORK,10153,2,2021,100.0,92019.0,0,medium,0,0
1220,DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94158,2,2021,101.0,101982.2,0,large,1,0
1221,DATA SCIENCE LEAD,JPMORGAN CHASE & CO.,NEW YORK,10001,3,2021,100.0,115253.0,0,medium,0,0
1222,DATA SCIENTSIT,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94158,2,2021,101.0,101982.2,0,large,1,0
1223,"ANALYST, CAMPAIGN DATA DEVELOPMENT",SIRIUS XM RADIO INC.,NEW YORK,10020,2,2021,100.0,101754.0,0,medium,0,0
1224,SENIOR DATA SCIENTIST,"STATES TITLE, LLC",SAN FRANCISCO,94105,2,2021,101.0,98109.9,0,small,1,0
1225,DATA SPECIALIST,RESEARCH FOUNDATION OF CUNY13-19,NEW YORK,10036,2,2021,100.0,82035.0,0,medium,0,0
1226,DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94158,2,2021,101.0,101982.2,0,large,1,0
1227,DATA SCIENCE ANALYST,ADOBE INC.,LOS ANGELES,90024,2,2021,78.2,106899.0,0,large,0,1
1228,DATABASE ADMINISTRATOR,CORPORATE COMPUTER SERVICES,LOS ANGELES,90017,2,2021,78.2,106181.6,0,large,0,1
1229,DATA OPERATIONS ANALYST,"VST CONSULTING, INC.",LOS ANGELES,90071,2,2021,78.2,89610.0,0,large,0,1
1230,SENIOR DATA ENGINEER,"RENT THE RUNWAY, INC.",NEW YORK,11201,4,2021,100.0,118893.0,1,medium,0,0
1231,DATA WAREHOUSE SPECIALIST ,TATA CONSULTANCY SERVICES LIMITED,NEW YORK,10004,2,2021,100.0,69826.0,0,medium,0,0
1232,DATA SCIENTIST II,GOODREADS LLC,SAN FRANCISCO,94105,2,2021,101.0,98109.9,0,large,1,0
1233,COMPUTATIONAL & DATA SCIENCE RESEARCH SPECIALIST 3,"University of California, San Francisco",SAN FRANCISCO,94143,2,2021,101.0,82500.0,0,medium,1,0
1234,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94158,2,2021,101.0,101982.2,0,large,1,0
1235,DATABASE ENGINEER III,"LIVEPERSON, INC.",NEW YORK,10018,4,2021,100.0,158288.0,1,large,0,0
1236,"MANAGER, DATA ENGINEERING","BigCommerce, Inc.",SAN FRANCISCO,94105,4,2021,101.0,166049.5,1,small,1,0
1237,DATA SCIENTIST,AFFINITY SOLUTIONS,NEW YORK,10036,3,2022,100.0,112112.0,0,small,0,0
1238,JUNIOR DATA ARCHITECT,VIRTUSA CORPORATION,NEW YORK,10007,1,2022,100.0,45282.0,0,small,0,0
1239,SENIOR MARKETING DATA ANALYST,"WEBMD, LLC",NEW YORK,10014,2,2022,100.0,69826.0,0,small,0,0
1240,SENIOR DATA ENGINEER,"MYTHICAL, INC",LOS ANGELES,90066,4,2022,77.0,191441.6,1,large,0,1
1241,DATA SCIENCE MANAGER,Neutron Holdings Inc. ,SAN FRANCISCO,94105,4,2022,100.7,178627.6,0,large,1,0
1242,DATA ENGINEER II,AMAZON.COM SERVICES LLC,NEW YORK,10001,2,2022,100.0,98862.0,1,small,0,0
1243,DATA ENGINEER I,AMAZON.COM SERVICES LLC,SAN FRANCISCO,94105,1,2022,100.7,106891.8,1,small,1,0
1244,DATA ANALYST III,"University of California, San Francisco",SAN FRANCISCO,94143,1,2022,100.7,47197.6,0,medium,1,0
1245,DATA ENGINEER II,AMAZON.COM SERVICES LLC,NEW YORK,10001,2,2022,100.0,98862.0,1,small,0,0
1246,LEAD DATA ENGINEER,"NYSE Market (DE), Inc.",NEW YORK,10005,4,2022,100.0,143936.0,1,medium,0,0
1247,DATA ENGINEER II,AMAZON.COM SERVICES LLC,NEW YORK,10001,2,2022,100.0,109283.0,1,small,0,0
1248,DATA ENGINEER,"NerdWallet, Inc.",SAN FRANCISCO,94103,3,2022,100.7,143038.7,1,small,1,0
1249,DATA SCIENTIST,Neutron Holdings Inc. ,SAN FRANCISCO,94105,3,2022,100.7,152023.8,0,large,1,0
1250,"SENIOR DIRECTOR, DATA & ANALYTICS (HEALTHCARE)","GUIDEPOINT GLOBAL, LLC.",NEW YORK,10010,4,2022,100.0,122387.0,0,medium,0,0
1251,DATA SCIENTIST I,AMAZON.COM SERVICES LLC,NEW YORK,10001,1,2022,100.0,76960.0,0,small,0,0
1252,DATA SCIENTIST,U.S. BANK NATIONAL ASSOCIATION,SAN FRANCISCO,94111,2,2022,100.7,102843.1,0,small,1,0
1253,DATA SCIENTIST II,"SPOTIFY USA, INC.",NEW YORK,10007,2,2022,100.0,102482.0,0,small,0,0
1254,ASSOCIATE DATA SCIENTIST ,FOUNDATION CENTER,NEW YORK,10005,3,2022,100.0,81661.0,0,medium,0,0
1255,DATA ARCHITECT,SAUCE LABS INC.,SAN FRANCISCO,94111,4,2022,100.7,197714.0,0,small,1,0
1256,CLINICAL REVENUE & RESEARCH DATA ANALYST,"University of California, San Francisco",SAN FRANCISCO,94158,1,2022,100.7,54964.3,0,medium,1,0
1257,BI DATA ANALYST/SPECIALIST,"PHOTON INFOTECH, INC.",NEW YORK,10119,2,2022,100.0,115440.0,0,large,0,0
1258,DATA ENGINEER,NORTHWELL HEALTH,NEW YORK,10022,4,2022,100.0,124030.0,1,large,0,0
1259,DATA ENGINEER II,AMAZON.COM SERVICES LLC,NEW YORK,10001,2,2022,100.0,109283.0,1,small,0,0
1260,DATA ENGINEER I,AMAZON.COM SERVICES LLC,SAN FRANCISCO,94105,1,2022,100.7,76570.0,1,small,1,0
1261,DIRECTOR OF DATA SCIENCE,"KING.COM, INC.",SAN FRANCISCO,94111,4,2022,100.7,178627.6,0,small,1,0
1262,DATA SCIENTIST,"ADVERTISING RESEARCH FOUNDATION, INC.",NEW YORK,10016,3,2022,100.0,126027.0,0,medium,0,0
1263,SENIOR DATA ENGINEER,DISNEY STREAMING SERVICES LLC,NEW YORK,10036,4,2022,100.0,163758.0,1,small,0,0
1264,DATA MODELER,CONGENSYS CORP.,NEW YORK,10004,2,2022,100.0,109283.0,0,large,0,0
1265,SENIOR ORACLE DATABASE ADMINISTRATOR,SIRIUS XM RADIO INC.,NEW YORK,10001,4,2022,100.0,143707.0,0,medium,0,0
1266,DATA SCIENTIST,"ADVERTISING RESEARCH FOUNDATION, INC.",NEW YORK,10016,3,2022,100.0,126027.0,0,medium,0,0
1267,"SENIOR DATA SCIENCE ENGINEER, OPTIMIZATION","GROWING ENERGY LABS, INC.",SAN FRANCISCO,94107,4,2022,100.7,124387.3,1,large,1,0
1268,DATA ENGINEER,CREAMOS SOLUTIONS INC.,SAN FRANCISCO,94104,2,2022,100.7,123044.7,1,large,1,0
1269,DATA ENGINEER,CREAMOS SOLUTIONS INC.,SAN FRANCISCO,94104,2,2022,100.7,123044.7,1,large,1,0
1270,DATA ENGINEER I,AMAZON.COM SERVICES LLC,SAN FRANCISCO,94105,1,2022,100.7,106891.8,1,small,1,0
1271,DATA ARCHITECT,"AMAZON WEB SERVICES, INC.",SAN FRANCISCO,94111,2,2022,100.7,131946.4,0,large,1,0
1272,DATA CENTER OPERATIONS ENGINEER,"FLYSOFT, INC.",NEW YORK,10041,2,2023,100.0,94390.0,1,small,0,0
1273,DATA SCIENTIST,"TAVANT TECHNOLOGIES, INC.",NEW YORK,10036,2,2023,100.0,108306.0,0,large,0,0
1274,DATA ANALYST,QUANTUM TECHNOLOGIES LLC,NEW YORK,10065,1,2023,100.0,45282.0,0,large,0,0
1275,DATA ENGINEER/ANALYST 2,ETOUCH SYSTEMS CORPORATION,NEW YORK,10014,2,2023,100.0,78478.0,1,small,0,0
1276,SENIOR DATA SCIENTIST,SHOPIFY (USA) INC.,SAN FRANCISCO,94103,3,2023,96.1,157893.9,0,large,1,0
1277,DATA ANALYST/SCIENTIST,ZTEK CONSULTING INC,NEW YORK,10020,3,2023,100.0,135782.0,0,small,0,0
1278,DATA ANALYST,ARTIFICIAL INTELLIGENCE TECHNOLOGIES LLC,NEW YORK,10065,1,2023,100.0,45282.0,0,large,0,0
1279,DATA SCIENTIST,RAPP Worldwide California Inc.,LOS ANGELES,90066,2,2023,76.5,121972.5,0,medium,0,1
1280,DATA ENGINEER,"Kasheesh, Inc.",NEW YORK,10011,2,2023,100.0,117749.0,1,small,0,0
1281,DATA SCIENTIST,"LEMONAIDE MUSIC, INC.",NEW YORK,10016,4,2023,100.0,163238.0,0,medium,0,0
1282,SENIOR DATA SCIENTIST,DEMAND.IO,LOS ANGELES,90025,4,2023,76.5,191822.2,0,small,0,1
1283,DATA ENGINEER,"Meta Platforms, Inc.",LOS ANGELES,90094,3,2023,76.5,182006.5,1,large,0,1
1284,SENIOR STAFF DATA SCIENTIST,"ACTIVISION BLIZZARD MEDIA, LLC",SAN FRANCISCO,94111,4,2023,96.1,194428.7,0,small,1,0
1285,DATA ENGINEER,MOTIVE IT SERVICES LLC,SAN FRANCISCO,94105,2,2023,96.1,153348.6,1,medium,1,0
1286,SR. DATA ENGINEER I,"GoodRx, Inc.",SAN FRANCISCO,94107,4,2023,96.1,177892.8,1,large,1,0
1287,DATA ANALYST,DIGITAL TECHNOLOGIES LLC,NEW YORK,10065,1,2023,100.0,45282.0,0,small,0,0
1288,DATA ENGINEER I,"AMAZON DEVELOPMENT CENTER U.S., INC.",NEW YORK,10001,1,2023,100.0,73008.0,1,large,0,0
1289,DATA ANALYST,CLOUD HYBRID TECHNOLOGIES LLC,NEW YORK,10065,1,2023,100.0,45282.0,0,medium,0,0
1290,DATA ENGINEER,"MITECS, INC.",NEW YORK,10017,2,2023,100.0,117749.0,1,large,0,0
1291,DATA ANALYST,ROBOTICS TECHNOLOGIES LLC,NEW YORK,10065,1,2023,100.0,45282.0,0,medium,0,0
1292,DATA ARCHITECT-II,"PERSISTENT SYSTEMS, INC",NEW YORK,10005,2,2023,100.0,117749.0,0,medium,0,0
1293,ORACLE DATABASE ANALYST,JACOB K JAVITS CONVENTION CENTER,NEW YORK,10001,2,2023,100.0,104125.0,0,medium,0,0
1294,SENIOR DATA ANALYST,"ACTIVISION BLIZZARD MEDIA, LLC",NEW YORK,10001,4,2023,100.0,163238.0,0,small,0,0
1295,SR. SQL SERVER DATABASE ADMINISTRATOR,JSMN INTERNATIONAL INC,NEW YORK,10003,2,2023,100.0,93226.0,0,medium,0,0
1296,DATA ENGINEER III,"AMAZON DEVELOPMENT CENTER U.S., INC.",NEW YORK,10001,3,2023,100.0,136219.0,1,large,0,0
1297,DATABASE ADMINISTRATOR,CORPORATE COMPUTER SERVICES,NEW YORK,10004,2,2023,100.0,93226.0,0,large,0,0
1298,DATABASE ADMINISTRATOR,RESEARCH FOUNDATION OF CUNY,NEW YORK,10036,2,2023,100.0,86195.0,0,small,0,0
1299,"SENIOR MANAGER, CUSTOMER DATA & ANALYTICS","KENDO HOLDINGS, INC.",SAN FRANCISCO,94105,4,2023,96.1,130341.3,0,medium,1,0
